,lat,lon,k_means_2,centerX_2,centerY_2,k_means_3,centerX_3,centerY_3,k_means_4,centerX_4,centerY_4,k_means_5,centerX_5,centerY_5,k_means_6,centerX_6,centerY_6,k_means_7,centerX_7,centerY_7
406870,40.7583388,-73.9964084,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
406954,40.7598989,-73.9804246,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
407293,40.762025,-74.0011515,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
407322,40.7699819,-73.994646,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
407323,40.7222418,-73.9862873,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
407462,40.7515235,-73.9939473,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
407642,40.757233,-73.976047,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
408098,40.722355,-73.9932609,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
408442,40.7656758,-73.9762353,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
408472,40.6960346,-73.9845292,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
408477,40.6929914,-73.9558256,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
408533,40.7622874,-73.9702587,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
408540,40.7495527,-74.0065289,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
408542,40.7680332,-73.9958483,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
408559,40.7184302,-74.0005303,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
408569,40.7616156,-73.9728508,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
408578,40.7928576,-73.9675292,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
408585,40.7609059,-73.9669961,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
408616,40.6947921,-73.9942986,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
408756,40.7761065,-73.9797447,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
408894,40.7627073,-73.9832142,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
408954,40.7125314,-74.0076652,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
409209,40.761391,-74.0017363,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
409314,40.7457967,-73.9822801,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
409613,40.7567642,-73.9671533,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
409647,40.7560353,-73.9869481,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
409683,40.7815251,-73.9604141,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
409972,40.7671328,-73.9937184,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
410113,40.7641063,-73.966814,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
410131,40.7653647,-73.987578,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
410195,40.7509908,-73.9906233,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
410633,40.7317065,-74.0009562,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
410809,40.730946,-74.0067364,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
411053,40.749824,-73.9722023,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
411392,40.690993,-73.9893083,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
411663,40.7616592,-73.9865607,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
411671,40.7236503,-73.991024,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
411947,40.7634301,-73.9927008,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
412323,40.7522807,-73.9896919,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
412439,40.7552921,-73.9949215,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
412599,40.7416672,-74.0011295,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
412617,40.7598989,-73.9804246,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
412668,40.7696387,-73.9918914,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
412876,40.794651,-73.9717827,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
412950,40.7495913,-74.0027863,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
412956,40.7813875,-73.9521236,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
413009,40.7678891,-73.9815125,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
413031,40.7193963,-74.0018831,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
413076,40.7648401,-73.9704958,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
413080,40.7662862,-73.9818487,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
413128,40.7541542,-73.9803938,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
413332,40.7609373,-73.9712411,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
413342,40.7484001,-73.9999386,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
413578,40.7839931,-73.9544183,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
413818,40.7585739,-73.9850489,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
413910,40.6974627,-73.9930182,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
413983,40.7678602,-73.9640756,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
414087,40.7685442,-73.9656926,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
414380,40.7781387,-73.9544837,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
414496,40.7642781,-73.9730158,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
414524,40.766852,-73.9537478,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
414718,40.7484001,-73.9999386,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
414742,40.7466186,-73.9938142,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
414798,40.7599831,-73.9648018,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
414887,40.7940523,-73.9703673,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
415049,40.7212518,-74.0014466,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
415118,40.7553558,-73.9774157,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
415124,40.7723438,-73.9526861,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
415414,40.758981,-73.9959428,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
415877,40.7047985,-74.0166846,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
415902,40.6901638,-73.9871016,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
415922,40.7618573,-73.9634255,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
415933,40.7077575,-74.015643,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
415945,40.7733356,-73.9550538,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
415999,40.7170989,-73.9985895,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
416007,40.7067007,-74.0160467,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
416048,40.7489858,-73.979955,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
416079,40.7294941,-74.0069744,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
416149,40.7621793,-73.9661291,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
416231,40.7597902,-73.9879256,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
416373,40.7617894,-73.9574405,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
416539,40.6896895,-73.9923627,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
416870,40.7236259,-74.0047875,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
416875,40.7408734,-73.9879831,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
416879,40.744099,-73.9956441,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
416955,40.7627496,-73.9969136,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
417061,40.7608574,-73.9610689,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
417083,40.763547,-73.9693376,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
417097,40.7678129,-73.9620143,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
417187,40.7628049,-73.9656703,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
417258,40.7707422,-73.9945485,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
417475,40.7617706,-73.979056,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
417493,40.7203211,-73.9940403,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
417660,40.7573389,-73.986013,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
417685,40.7585332,-73.9888427,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
417690,40.7484375,-73.9845604,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
417743,40.7516577,-73.9901323,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
417831,40.7555046,-73.9680671,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
417929,40.6887604,-73.9808422,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
417941,40.7286048,-74.0053146,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
417960,40.7607762,-74.0021839,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
418061,40.7770056,-73.9637277,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
418078,40.7580218,-73.9817932,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
418100,40.7642781,-73.9730158,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
418337,40.7255825,-73.9898692,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
418383,40.7711065,-73.9617091,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
418469,40.7678891,-73.9815125,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
418518,40.7642781,-73.9730158,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
418685,40.7186277,-74.0025397,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
418741,40.6911938,-73.9977679,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
418750,40.7213532,-74.0046358,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
418856,40.691597,-73.9914466,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
419007,40.7642144,-73.9709581,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
419048,40.7497883,-73.9877686,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
419072,40.7429104,-73.9928041,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
419082,40.7526196,-73.9670687,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
419101,40.7589235,-73.9996896,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
419144,40.7437832,-73.9735076,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
419157,40.7571447,-73.9935606,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
